sample_id,family_id,hard_constraints,style_freedom,composition_hints,medium_options,aspect_hints,candidate_strategies,caption
track1_0805,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ukiyo-e scene of three robed women standing in a garden beneath a red-barked flowering tree, with delicate linework, muted colors, and a calm seasonal atmosphere."
track1_0814,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,A Ukiyo-e style portrait of an elegantly dressed woman in a richly patterned kimono against a pale blue background with floating autumn maple leaves and delicate woodblock print linework.
track1_0815,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,painting_or_brushwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ukiyo-e scene of elegantly dressed Japanese figures gathered closely with folding fans and patterned robes, rendered in fine ink lines and a muted beige color palette."
track1_0820,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,painting_or_brushwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Abstract watercolor and ink composition of pale blue and white reclining animal-like forms on a dark blue bench, with loose black brushstrokes, smoky gray washes, and a muted beige background."
track1_0821,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,painting_or_brushwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ink and wash painting of a misty mountain landscape with rocky peaks, pine trees, small houses and pavilions beside a winding path, rendered with delicate brushwork and muted earthy tones."
track1_0822,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,painting_or_brushwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"A Gongbi-style ink painting of robed figures gathered beneath a gnarled pine beside rocks, a thatched hut, and a seated figure in a grotto, rendered with fine linework and a subdued monochrome palette."
track1_0825,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ukiyo-e style portrait of two elegantly dressed women in ornate patterned kimono with elaborate hair ornaments, surrounded by small butterflies on a muted beige background with delicate linework and soft colors."
track1_0827,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"A High Renaissance sepia-toned drawing of seated draped women with two infants in a tender Holy Family scene, rendered with soft shading, delicate linework, and a calm balanced composition."
track1_0832,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ukiyo-e scene of two women in patterned kimonos, one standing and one kneeling with a fan beside tall flowering plants, rendered with flat warm colors and delicate linework."
track1_0836,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"A Baroque classical landscape with a solitary seated figure reading among ancient ruins, tall trees, distant hills, and soft dramatic light under a blue sky."
track1_0837,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Abstract geometric composition with bold black curves, red vertical rectangles, yellow and white angular forms, and a muted blue background in a flat screenprint style."
track1_0842,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"A Baroque pastoral landscape with travelers and cattle crossing a shadowed foreground beneath a large tree, ancient ruins and a rocky hill crowned by a classical temple, and soft dramatic light opening toward a distant river and sky."
track1_0843,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ukiyo-e scene of elegantly dressed women in patterned kimonos beside a wooden veranda and blossoming tree, rendered with fine linework, muted colors, and a calm atmosphere."
track1_0845,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"A serene impressionism coastal landscape with a winding reddish path through lush vegetation beside a blue sea and distant mountains, painted with soft light and loose textured brushstrokes."
track1_0846,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,painting_or_brushwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ink and wash painting of misty rocky mountains with clustered trees, rendered in soft monochrome brushwork and a serene, atmospheric composition."
track1_0848,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,painting_or_brushwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ink and wash painting of a serene misty waterscape with distant boats and low islands, a rocky pine-covered cliff on the right, and delicate monochrome brushwork on aged paper."
track1_0849,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,painting_or_brushwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ukiyo-e scene of two figures beside tall straw bundles and windblown grasses under a crescent moon, rendered with delicate ink linework and a muted sepia palette."
track1_0853,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"A Ukiyo-e scene of elegantly dressed figures in traditional Japanese robes gathered near a sparse tree and a small procession cart, rendered with delicate linework, muted colors, and an airy horizontal composition."
track1_0854,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"A Gongbi painting of an ancient palace complex with layered rooftops, courtyards, and tiny figures in a muted brown palette with fine, delicate linework."
track1_0858,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,painting_or_brushwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ink and wash painting of a serene misty mountain landscape with distant hills, a calm river, scattered trees, and soft monochrome brushwork on aged paper."
track1_0859,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,painting_or_brushwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ink and wash painting of cranes standing among snow-covered reeds and rocks in a vertical landscape composition, with distant mountains, muted gray brushwork, and small orange-red foliage accents."
track1_0864,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"A Gongbi-style paired imperial portrait of a woman in an ornate jeweled crown and red embroidered robe beside a man in a yellow dragon robe and black headwear, set against a muted tan silk-like background with fine lines and delicate decorative detail."
track1_0867,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Three ornate robed Buddhist figures stand with circular halos against a muted brown background in Gongbi style, with fine linework, delicate decorative patterns, and a solemn devotional atmosphere."
track1_0868,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Abstract line sketch of several mask-like faces with curling hair above a hatched rectangular form on beige paper, using delicate sparse strokes and a minimal composition."
track1_0871,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Gongbi style formal paired portraits of two royal figures in ornate ceremonial robes, one wearing an elaborate jeweled headdress and the other in a golden dragon robe, set against muted tan silk panels with precise linework and delicate decorative detail."
track1_0872,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"A serene Ukiyo-e landscape with a winding stream flowing through rocky banks, dense green hills, and trees silhouetted against a dark sky, rendered with bold outlines and textured wave patterns."
track1_0874,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ukiyo-e scene of elegantly dressed women and children gathered in a traditional interior with dolls on a raised platform, tea utensils, and a vase of flowering branches, rendered with delicate linework and muted colors."
track1_0875,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"A Gongbi painting of robed figures resting among rocks, trees, and a quiet waterside landscape, with delicate linework and muted earthy colors."
track1_0878,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ukiyo-e scene of a woman in layered kimono seated calmly on a wooden veranda beside sliding screens, with delicate linework and a muted pastel palette."
track1_0879,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ukiyo-e scene of elegantly dressed figures in patterned kimonos gathered beneath a tree near a fence, rendered with delicate linework, muted earthy colors, and a calm outdoor atmosphere."
track1_0880,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,painting_or_brushwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"A Gongbi-style scene of several robed figures gathered in a traditional interior with tiled flooring, delicate fine-line brushwork, muted ink tones, and a calm scholarly atmosphere."
track1_0887,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Two red-crowned cranes fly above pine trees and stylized clouds against a vivid blue sky in Gongbi style, with fine linework, delicate feather detail, and a serene atmosphere."
track1_0894,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ukiyo-e style portrait of a seated woman in a floral kimono reading a folded letter beside a small potted plant arrangement, rendered with delicate linework and a muted pastel color palette."
track1_0895,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,painting_or_brushwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ink and wash painting of a serene sepia-toned landscape with distant mountains, a calm river, sparse trees, and a faint red sun rendered with delicate brushwork."
track1_0896,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,painting_or_brushwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Abstract black ink line drawing on aged beige paper with elongated mask-like faces and clustered organic figures inside an oval frame, using sparse hatching and rough, expressive contours."
track1_0900,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"A serene Gongbi landscape with finely detailed pine trees, blue-green rocky hills, distant misty mountains, and small figures nestled among muted earth-toned scenery."
track1_0903,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,painting_or_brushwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"A Gongbi-style traditional Chinese scene with finely outlined robed figures and children gathered beneath a twisting pine tree, rendered in delicate brushwork, muted colors, and a calm garden setting."
track1_0907,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"A Ukiyo-e woodblock print of an armored samurai in green robes kneeling indoors with a sword at his side, rendered with fine linework and muted pastel colors."
track1_0909,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,painting_or_brushwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ink and wash painting of a misty mountain valley with winding fields, dense foreground trees, and small figures on a path, rendered in soft monochrome washes and delicate brushwork."
track1_0910,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ukiyo-e scene of muscular men in patterned garments grappling around a yellow wooden structure beneath gnarled trees, rendered with fine outlines, muted teal and ochre colors, and a dynamic diagonal composition."
track1_0913,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ukiyo-e scene of two women in patterned kimonos attending to a young child inside a traditional room, with delicate linework, muted colors, and a screen decorated with red circular motifs."
track1_0915,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Ukiyo-e style scene of two women in patterned kimono walking under a large umbrella in falling snow, with delicate linework, muted earthy colors, and calligraphic text in the background."
track1_0917,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"A Gongbi painting of an ancient Chinese court scene with a seated noble figure receiving attendants on a palace terrace, rendered with fine linework, delicate colors, and a calm formal atmosphere."
track1_0918,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"A Ukiyo-e coastal landscape with clustered rooftops, a pagoda-like temple, dark wooded hills, and a calm bay rendered in muted colors and crisp woodblock-style lines."
track1_0921,generic_artwork,caption_content,free_crop_allowed | aspect_variation_allowed | style_variation_allowed,caption-led subject | medium-appropriate composition | avoid batch template,generic_artwork_surface,"[{""confidence"": 1.0, ""guard_notes"": [], ""guard_status"": ""rule"", ""height"": 1024, ""label"": ""square_artwork"", ""prompt_directive"": ""Use a balanced square artwork canvas only when the caption does not imply a poster, scroll, spread, or panel format."", ""reason"": """", ""source"": ""rule"", ""width"": 1024}]",aas_safe | reference_style | fid_diverse,"Abstract minimalist composition with a central black elongated oval form, sharp angular linework, and sparse geometric shapes on a warm beige paper background."
